開催回,日付,第1数字,第2数字,第3数字,第4数字,第5数字,第6数字,第7数字,BONUS数字1,BONUS数字2,1等口数,2等口数,3等口数,4等口数,5等口数,6等口数,1等賞金,2等賞金,3等賞金,4等賞金,5等賞金,6等賞金,キャリーオーバー
421,2021/5/28,9,15,18,26,28,32,37,21,36,0,6,120,6058,94384,157399,0,11596300,811700,9400,1400,1100,794723940
422,2021/6/4,1,9,21,23,30,35,36,5,6,0,8,206,7074,97729,173131,0,9103000,494900,8400,1500,1000,1233906425
423,2021/6/11,1,7,9,11,29,31,32,2,6,2,11,122,7194,112047,192350,849866300,7015200,885500,8800,1300,1000,0
424,2021/6/18,5,6,12,19,25,30,35,26,33,0,17,144,6349,95292,153959,0,3807700,629300,8300,1300,1000,396864750
425,2021/6/25,2,9,14,20,22,34,35,7,24,0,6,138,5493,88916,159744,0,12027500,732000,10700,1600,1100,831040900
426,2021/7/2,1,2,6,8,30,31,33,13,35,1,5,121,5774,104229,176644,1000000000,16047800,928300,11400,1500,1100,316221110
427,2021/7/9,11,13,26,27,31,33,37,9,18,2,10,122,5752,97154,183235,383434200,7307100,838500,10400,1500,900,0
428,2021/7/16,3,6,16,22,31,34,35,24,32,0,2,100,4776,78859,134265,0,30630300,857600,10500,1500,1100,372261370
429,2021/7/23,6,11,14,27,30,32,35,18,24,0,15,132,6151,92298,162590,0,4534800,721400,9000,1400,1000,789467390
430,2021/7/30,2,12,17,24,28,30,32,3,27,0,8,133,6783,104881,175085,0,9329400,785600,9000,1400,1000,1245188435
431,2021/8/6,7,11,12,17,19,20,26,2,3,0,14,110,7134,107170,200427,0,5654000,1007400,9100,1400,900,1739327690
432,2021/8/13,5,10,13,24,29,30,35,21,31,0,12,159,7355,116284,205507,0,6875000,726400,9200,1400,1000,2147483647
433,2021/8/20,14,17,20,25,32,33,36,10,34,3,5,208,7787,115046,186504,924772200,18051800,607500,9500,1500,1200,0
434,2021/8/27,10,11,12,17,29,34,37,26,30,1,10,116,5217,84556,150152,380539500,6231100,752000,9800,1400,1000,0
435,2021/9/3,3,5,7,11,15,17,25,13,32,1,17,183,7126,99874,148388,381436800,3665700,476700,7100,1200,1000,0
436,2021/9/10,5,6,21,22,26,31,32,18,36,1,7,82,4061,74584,139501,369299700,8803000,1052000,12400,1600,1100,0
437,2021/9/17,8,10,14,15,23,25,26,1,11,2,7,95,4828,80324,146799,179193600,8580100,885000,10200,1500,1000,0
438,2021/9/24,4,13,16,21,32,34,37,27,33,2,7,197,5374,79677,138136,178941700,8440000,419800,9000,1500,1000,0
439,2021/10/1,1,3,6,9,26,29,31,14,18,4,8,143,6080,91170,153997,88576400,7335600,574500,7900,1300,900,0
440,2021/10/8,5,10,17,18,19,22,32,14,35,0,4,89,4718,78846,134203,0,14358600,903400,9900,1400,1000,354102975
441,2021/10/15,15,21,22,23,27,28,37,8,25,0,8,103,5503,90085,158968,0,8588600,933800,10200,1500,1000,775975100
442,2021/10/22,6,13,14,16,19,30,32,25,36,0,12,90,5564,96830,174526,0,6279000,1172000,11100,1500,1000,1241142145
443,2021/10/29,1,5,8,26,28,32,36,23,24,1,9,108,6249,109679,206470,1000000000,9471100,1104900,11200,1500,1000,758020130
444,2021/11/5,11,15,16,17,18,27,29,25,33,0,19,130,6843,111162,194994,0,4101500,839200,9300,1400,900,1238948930
445,2021/11/12,4,22,25,27,28,30,33,2,3,1,8,143,6894,117831,207372,1000000000,11093600,868800,10500,1500,1000,779732175
446,2021/11/19,1,7,9,12,15,29,32,11,28,1,15,157,7985,120075,212024,1000000000,5268700,704700,8100,1300,900,256204385
447,2021/11/26,3,5,8,13,26,30,37,25,28,0,18,182,7890,113255,182687,0,3943200,545900,7300,1200,900,695878330
448,2021/12/3,7,21,24,29,32,36,37,22,27,1,8,127,5855,99083,172637,1000000000,9756100,860300,10900,1500,1100,170579150
449,2021/12/10,2,21,26,27,32,33,34,8,9,1,3,98,4671,83683,170223,591586300,23462400,1005500,12300,1700,1000,0
450,2021/12/17,2,7,12,15,21,23,30,9,31,0,9,96,5855,91049,166103,0,6873400,902100,8600,1300,900,376930305
451,2021/12/24,2,15,22,25,28,33,37,10,17,1,4,96,6319,99065,173320,835216700,19135200,1116200,9900,1500,1100,0
452,2022/1/7,5,17,20,21,31,34,35,8,27,3,12,106,5256,86784,157415,139643300,5845400,926400,10900,1600,1100,0
453,2022/1/14,2,8,10,21,24,26,35,9,13,1,7,92,5910,84399,158899,392246900,9075300,966700,8800,1500,900,0
454,2022/1/21,8,17,21,26,27,29,31,1,33,2,2,83,4926,80565,135336,184610500,29617300,999100,9800,1400,1000,0
455,2022/1/28,1,5,8,15,18,26,36,33,34,1,7,120,5411,84271,135713,358799300,8585100,701100,9100,1400,1100,0
456,2022/2/4,9,15,17,18,22,25,31,33,36,0,6,123,5498,84291,143919,0,9803400,669400,8700,1400,1000,351220380
457,2022/2/11,7,14,19,27,31,35,36,9,33,0,4,156,6114,92737,158458,0,16901700,606700,9000,1400,1000,767606325
458,2022/2/18,7,11,12,14,19,21,33,6,37,0,12,117,7029,109832,188961,0,6468500,928800,9000,1400,1000,1233867515
459,2022/2/25,2,4,7,8,10,20,29,14,33,2,10,230,8888,124348,190387,876605800,8363400,509000,7700,1300,1000,0
460,2022/3/4,5,6,9,23,27,28,30,4,13,2,13,148,6069,94014,167614,185574900,4563200,561100,8000,1200,800,0
461,2022/3/11,2,13,19,22,32,35,37,14,33,0,3,83,4496,74309,128410,0,19282900,975700,10500,1500,1100,350130755
462,2022/3/18,7,11,24,27,29,34,35,4,18,0,6,133,6434,103904,189153,0,11907300,752000,9100,1300,900,789093935
463,2022/3/25,3,7,13,16,19,24,30,6,10,1,8,154,7118,111334,188197,1000000000,9731500,707700,8900,1400,1000,256511440
464,2022/4/1,7,8,13,17,30,32,36,1,10,0,8,117,5875,102330,174414,0,9548700,914000,10600,1500,1000,724731120
465,2022/4/8,1,4,5,13,27,31,35,15,22,2,13,142,7444,116902,204646,612005700,6252400,801300,8900,1400,900,0
466,2022/4/15,5,6,8,14,15,25,29,18,33,1,8,128,5359,88609,152760,371149000,7481800,654600,9100,1300,900,0
467,2022/4/22,7,8,11,13,14,26,30,31,34,1,6,179,6731,99161,149425,363023100,9705400,455400,7100,1100,900,0
468,2022/4/29,3,12,15,16,25,29,37,26,28,0,5,98,4877,77645,132332,0,11266000,804600,9400,1400,1000,346112810
469,2022/5/6,1,6,8,13,16,30,33,23,28,1,13,131,5855,93468,165111,766258900,5286800,734400,9600,1400,1000,0
470,2022/5/13,2,3,9,16,27,32,36,1,34,0,6,112,5344,81283,120313,0,9324200,699300,8500,1300,1100,345223985
471,2022/5/20,3,5,7,8,11,19,34,17,32,3,11,187,8192,121220,178602,261527700,6397500,526800,7000,1100,900,0
472,2022/5/27,5,7,8,32,33,34,36,4,6,0,14,82,4297,75806,129676,0,4049300,967800,10800,1500,1000,347257105
473,2022/6/3,6,11,21,24,28,33,37,8,27,0,11,142,5725,93098,172867,0,6335900,687100,9900,1500,1000,761236930
474,2022/6/10,3,17,19,21,24,32,34,27,28,0,12,130,6755,106983,194233,0,6815000,880700,9900,1500,1000,1258629865
475,2022/6/17,1,2,22,24,26,31,37,12,19,0,5,114,6213,107193,203328,0,18160100,1115000,12000,1700,1100,1798521465
476,2022/6/24,4,7,9,15,22,24,31,21,37,1,10,244,10292,152643,230108,1000000000,9773300,560700,7700,1200,1000,1404246345
477,2022/7/1,2,5,9,19,25,32,37,7,29,0,12,157,7914,120998,221337,0,7454500,797600,9200,1500,1000,1933822255
478,2022/7/8,6,8,11,13,16,20,32,12,34,0,12,156,7836,130318,216219,0,7921900,853100,9900,1400,1000,2147483647
479,2022/7/15,8,11,13,18,24,30,31,21,23,1,11,219,9962,149706,240651,1000000000,8936600,628400,8100,1300,1000,2114492070
480,2022/7/22,10,13,19,21,26,30,36,22,34,0,9,155,7296,119253,200243,0,10318300,838700,10400,1500,1100,2147483647
481,2022/7/29,1,10,13,14,16,25,27,5,21,0,6,118,6897,118307,216994,0,16151700,1149700,11500,1600,1100,2147483647
482,2022/8/5,2,5,14,15,17,19,36,8,34,1,9,118,7589,130819,247403,1000000000,11429800,1220400,11100,1500,1000,2147483647
483,2022/8/12,2,11,20,23,25,36,37,29,34,1,8,129,6841,111896,190202,1000000000,11551300,1002800,11000,1600,1200,2147483647
484,2022/8/19,1,4,6,9,13,22,31,29,30,2,13,229,9708,143522,233469,1000000000,7291500,579400,8000,1300,1000,1016148635
485,2022/8/26,4,6,17,20,22,24,26,8,9,0,21,154,7126,113588,231428,0,4232800,808000,10200,1500,900,1563657040
486,2022/9/2,8,13,15,23,24,31,35,14,19,2,13,243,10476,153072,226244,1000000000,7019100,525700,7100,1200,1000,104712900
487,2022/9/9,9,10,13,15,26,34,37,22,36,1,12,154,7044,104051,168573,552858100,6097800,665200,8500,1400,1000,0
488,2022/9/16,3,13,16,18,19,20,35,2,11,1,4,75,4222,70925,131335,383488500,15564800,1162100,12100,1700,1100,0
489,2022/9/23,3,6,7,15,25,29,31,8,14,1,12,109,5679,86726,153879,354131100,4843000,746400,8400,1300,900,0
490,2022/9/30,12,14,18,21,23,29,37,7,15,0,4,95,4529,73211,139579,0,14892600,877800,10800,1600,1000,363773865
491,2022/10/7,3,14,17,21,22,32,35,6,30,1,5,122,5856,88701,151919,773648000,13627400,781800,9500,1500,1100,0
492,2022/10/14,7,10,12,15,23,31,37,9,18,1,9,161,6354,92253,150333,366686800,6535600,511400,7600,1200,900,0
493,2022/10/21,5,13,14,20,21,25,31,9,36,0,6,79,4497,75308,134491,0,9748200,1036500,10600,1500,1000,362128220
494,2022/10/28,7,9,12,22,28,29,32,17,19,2,12,114,6941,102791,175537,395981700,5907500,870500,8300,1300,1000,0
495,2022/11/4,2,16,19,20,22,33,36,6,32,0,8,91,4588,72963,124363,0,7412400,912200,10600,1600,1100,364184980
496,2022/11/11,5,8,15,18,25,27,36,10,26,2,11,167,7528,109915,175299,405019800,6668400,614900,8000,1300,1000,0
497,2022/11/18,18,20,24,26,27,30,33,17,19,0,5,66,3980,69262,125092,0,11694000,1240200,12000,1700,1100,353930960
498,2022/11/25,6,8,12,20,21,24,29,4,18,0,10,129,6769,99491,176414,0,7047300,764800,8500,1400,900,790251330
499,2022/12/2,5,9,14,18,27,32,34,6,12,0,16,221,8096,111022,181916,0,4829400,489400,7800,1400,1000,1258068270
500,2022/12/9,17,18,24,30,31,32,35,6,36,0,15,152,6824,110163,190311,0,5579300,770800,10000,1500,1000,1774703030
501,2022/12/16,1,2,4,7,12,14,31,30,33,1,6,218,9286,141492,215790,1000000000,15919600,613400,8400,1300,1100,1348731375
502,2022/12/23,1,2,12,17,21,22,33,4,30,0,3,150,7626,119205,208484,0,30444100,852400,9800,1500,1000,1913011705
503,2022/12/30,5,7,8,13,23,26,33,31,37,0,18,208,10395,161047,257833,0,5592500,677500,7900,1200,900,2147483647
504,2023/1/6,1,3,4,5,6,29,31,11,14,1,13,217,11701,141326,258873,1000000000,7371600,618200,6700,1300,900,2118551250
505,2023/1/13,9,10,12,15,16,28,36,1,23,0,12,275,11204,154200,245688,0,8258600,504500,7200,1300,1000,2147483647
506,2023/1/20,8,14,19,22,29,31,37,3,21,2,12,222,10164,147222,246924,1000000000,8445600,639100,8100,1300,1000,1323589725
507,2023/1/27,4,19,25,26,30,32,36,1,15,1,7,138,6430,108277,184832,1000000000,12331700,875700,11000,1600,1100,846306770
508,2023/2/3,1,5,6,9,16,26,31,25,33,1,7,179,8638,121633,192948,1000000000,11909300,652000,7900,1300,1000,363778090
509,2023/2/10,10,14,22,26,27,32,33,20,37,0,3,105,5911,92429,146055,0,23900300,955900,9900,1500,1200,797065930
510,2023/2/17,3,5,9,11,17,33,37,4,22,0,9,200,8931,123907,202126,0,8723400,549500,7200,1200,900,1284408195
511,2023/2/24,1,9,14,24,28,36,37,16,31,0,7,129,6226,103546,184705,0,11814000,897400,10900,1600,1100,1776990695
512,2023/3/3,5,7,17,22,25,26,28,3,23,1,12,131,7212,123047,219819,1000000000,7355400,943200,10000,1400,1000,1304641875
513,2023/3/10,1,4,10,13,15,19,37,16,20,0,11,138,7276,108546,170255,0,7467800,833300,9200,1500,1200,1793659590
514,2023/3/17,1,5,10,17,20,27,37,3,22,1,9,184,8052,114858,208867,1000000000,9414800,644600,8600,1400,1000,1306911980
515,2023/3/24,3,15,17,22,26,27,28,6,8,0,15,141,8542,129985,241648,0,5921900,881900,8500,1300,900,1846022580
516,2023/3/31,7,12,15,16,18,25,36,9,19,2,10,136,8037,128293,215501,1000000000,8722600,897900,8900,1300,1000,372374340
517,2023/4/7,3,6,10,16,26,29,31,7,24,0,8,147,6834,101882,180354,0,9170800,698700,8800,1400,1000,813677235
518,2023/4/14,5,8,11,24,30,32,36,4,35,1,9,260,9685,133741,210513,1000000000,8971200,434700,6800,1200,900,305177955
519,2023/4/21,1,2,8,14,17,21,34,20,26,0,13,122,6866,103914,164126,0,5643900,841900,8700,1400,1100,743906085
520,2023/4/28,9,22,25,28,33,34,37,15,16,1,22,165,7403,112026,202352,1000000000,3698400,690300,9000,1400,1000,232407180
521,2023/5/5,21,24,25,27,30,33,36,3,31,1,8,135,5258,80122,147891,638520100,8456400,701500,10500,1700,1100,0
522,2023/5/12,1,10,12,19,22,25,37,2,34,0,10,127,5525,83782,134880,0,6067800,668800,9000,1400,1100,366464655
523,2023/5/19,3,17,19,27,28,32,35,2,34,0,6,127,6025,94864,145968,0,11262000,744800,9200,1400,1100,776983410
524,2023/5/26,4,17,22,27,29,31,34,3,37,1,11,140,7028,106455,187891,1000000000,6798900,747800,8700,1400,900,238111585
525,2023/6/2,11,14,17,18,21,25,31,1,27,0,7,94,5118,85778,154759,0,9544900,995000,10700,1500,1000,650728380
526,2023/6/9,4,13,17,19,20,26,29,2,28,0,10,115,5873,96844,164817,0,7403300,901200,10300,1500,1100,1095600170
527,2023/6/16,4,8,12,25,27,32,34,15,17,0,20,188,7580,116209,205886,0,3983900,593300,8600,1300,900,1589401330
528,2023/6/23,5,7,10,19,30,32,33,1,17,1,12,147,6753,113489,202552,1000000000,7076600,808700,10300,1500,1000,1101315455
529,2023/6/30,7,9,13,14,22,26,29,10,21,0,6,195,8405,124745,194268,0,13577000,584800,7900,1300,1000,1593884710
530,2023/7/7,1,11,13,28,29,30,34,23,27,2,9,114,6398,105288,193759,1000000000,9467200,1046300,10900,1600,1000,119381960
531,2023/7/14,4,6,9,11,14,28,30,10,12,0,15,188,7243,102958,180894,0,4506500,503300,7600,1300,900,527312195
532,2023/7/21,4,9,13,18,26,28,36,8,16,3,10,154,7151,103172,170061,321126500,7103000,645700,8100,1300,1000,0
533,2023/7/28,2,4,9,11,14,25,37,29,32,0,7,126,5849,87880,138522,0,8311900,646400,8100,1300,1000,353679775
534,2023/8/4,10,17,18,19,20,24,25,30,32,0,20,94,5334,87257,159883,0,3650500,1087300,11200,1600,1100,798902130
535,2023/8/11,5,11,12,19,29,32,36,9,26,0,12,145,6372,101038,186976,0,6008000,696000,9200,1400,900,1240705000
536,2023/8/18,8,12,16,17,22,28,34,9,37,1,14,263,7787,118669,196925,1000000000,5789500,431400,8500,1300,1000,734146400
537,2023/8/25,2,3,9,13,14,35,37,4,17,2,10,118,5834,101012,184920,591245200,7528900,893200,10500,1500,1000,0
538,2023/9/1,1,2,11,12,16,25,28,6,22,0,14,137,6204,91770,152580,0,4363900,624300,8000,1300,1000,365023765
539,2023/9/8,4,6,8,18,20,27,35,24,26,0,11,130,6110,95689,169636,0,6340000,751000,9300,1400,1000,788274925
540,2023/9/15,3,7,10,18,19,28,36,13,26,1,8,208,8111,118372,191843,1000000000,9351500,503500,7500,1200,900,253416760
541,2023/9/22,6,14,23,25,27,28,34,19,37,3,5,118,5478,87354,149062,214363900,13141400,779500,9800,1500,1100,0
542,2023/9/29,2,9,26,31,33,35,36,15,20,0,6,57,3951,71166,136784,0,9690100,1427900,12000,1600,1000,355270600
543,2023/10/6,2,11,13,18,23,24,36,17,26,0,6,128,6228,96296,160064,0,11490200,754000,9000,1400,1000,779041445
544,2023/10/13,10,11,18,21,22,29,34,4,32,0,10,127,6507,101005,178633,0,7362700,811600,9200,1400,1000,1226494485
545,2023/10/20,3,12,16,17,27,30,34,15,37,0,14,162,7548,115393,192578,0,5862500,709200,8900,1400,1000,1727480875
546,2023/10/27,7,14,17,28,33,35,36,13,27,1,24,216,9142,130819,230481,1000000000,3629800,564600,7800,1300,900,1257626450
547,2023/11/3,4,11,14,18,23,25,29,17,32,2,20,145,8399,124447,208190,875502100,3981200,768700,7700,1200,900,0
548,2023/11/10,1,13,16,17,18,25,30,20,34,0,2,85,4195,74141,123770,0,30060800,990200,11700,1600,1200,359358250
549,2023/11/17,13,19,20,28,33,34,35,4,32,1,7,81,4913,83442,150753,780388600,9876200,1194800,11500,1600,1100,0
550,2023/11/24,7,8,13,22,24,29,30,10,35,1,6,107,5318,85450,139581,355939600,9698900,761300,8900,1300,1000,0
551,2023/12/1,15,16,17,22,29,32,37,23,24,1,14,98,4376,74056,133852,360740200,4153100,830600,10900,1500,1000,0
552,2023/12/8,7,11,12,16,18,33,34,1,14,1,6,91,5089,84631,139227,366833400,9987700,921900,9600,1400,1000,0
553,2023/12/15,2,6,13,15,16,20,33,9,28,0,6,110,4101,68147,137167,0,9757600,745100,11700,1700,1000,356888310
554,2023/12/22,4,10,15,17,29,32,36,13,30,1,12,191,7069,103729,172086,792744800,6025600,529900,8400,1400,1000,0
555,2023/12/29,9,12,17,19,26,32,34,11,22,0,8,108,5749,87701,152455,0,7828000,811700,8900,1400,1000,377317740
556,2024/1/5,17,20,26,28,29,33,35,1,6,0,4,84,4436,72365,122241,0,14527600,968400,10700,1600,1100,732601355
557,2024/1/12,3,5,7,10,17,18,35,2,21,1,14,146,6976,110129,180274,1000000000,5228100,701800,8600,1300,1000,171654495
558,2024/1/19,15,20,21,22,23,26,34,6,10,0,7,86,4835,80066,138145,0,9408900,1072100,11100,1600,1100,578024470
559,2024/1/26,3,4,10,13,15,18,22,2,16,0,13,134,6251,100486,162847,0,5473800,743400,9300,1400,1000,1015997335
560,2024/2/2,3,20,29,32,33,34,35,2,24,0,8,148,6031,98805,166341,0,10266300,776800,11100,1600,1200,1514273370
561,2024/2/9,6,8,19,20,27,32,37,13,33,1,8,127,6394,108253,188802,1000000000,10820000,954100,11100,1600,1100,1035102155
562,2024/2/16,2,14,15,20,28,30,34,3,4,0,11,120,5777,98816,180288,0,7384100,947600,11500,1600,1100,1524980265
563,2024/2/23,1,4,6,14,16,19,31,12,18,0,8,159,6606,105711,186298,0,10311600,726300,10200,1500,1100,2021090665
564,2024/3/1,9,13,15,18,22,24,30,6,27,1,24,210,9438,145843,233839,1000000000,3852600,616400,8000,1200,900,1599136785
565,2024/3/8,3,6,9,11,19,30,36,1,33,2,35,211,9469,130014,207730,1000000000,2424200,562900,7300,1300,1000,106747050
566,2024/3/15,3,5,18,25,28,35,37,7,8,1,8,154,6517,96769,195295,537618600,8900300,647200,8900,1400,900,0
567,2024/3/22,6,8,16,18,19,34,37,15,30,0,4,93,4514,74726,127866,0,14460300,870700,10500,1500,1100,349829715
568,2024/3/29,8,18,20,29,30,33,34,5,23,0,7,131,5684,91484,154541,0,9873200,738500,9900,1500,1100,762967010
569,2024/4/5,12,15,17,22,30,34,35,5,9,0,10,125,5759,99219,194120,0,7651000,856900,10900,1500,900,1236414000
570,2024/4/12,1,3,9,12,25,26,35,29,31,2,10,271,7496,116111,190659,869044700,8201300,423600,8900,1400,1000,0
571,2024/4/19,13,26,27,29,30,34,37,2,23,0,4,90,4415,75152,122724,0,14767000,918800,10900,1500,1200,355631760
572,2024/4/26,1,2,4,19,21,26,28,3,25,0,2,99,5026,89528,156133,0,34481400,975200,11200,1500,1100,768241650
573,2024/5/3,11,12,18,19,23,26,31,15,25,0,5,145,6395,100437,172979,0,14263100,688500,9100,1400,1000,1197840385
574,2024/5/10,4,5,13,16,22,23,35,36,37,0,14,143,6932,109148,176949,0,5613800,769400,9300,1400,1100,1669082515
575,2024/5/17,2,12,18,20,25,28,30,9,23,0,13,115,6351,106422,195726,0,6423800,1016600,10800,1500,1000,2147483647
576,2024/5/24,11,13,14,18,19,23,31,7,27,0,12,135,7859,120892,228683,0,7195900,895400,9000,1400,900,2147483647
577,2024/5/31,11,13,19,25,29,36,37,18,30,1,9,170,7663,125128,223594,1000000000,10372100,768700,10000,1500,1000,2147483647
578,2024/6/7,2,15,19,20,22,31,36,13,23,0,13,149,6696,107198,202202,0,6769900,826900,10700,1600,1000,2147483647
579,2024/6/14,7,19,23,33,34,35,36,5,10,1,11,135,7206,123035,201669,1000000000,8436500,962300,10500,1500,1100,2147483647
580,2024/6/21,4,13,14,15,17,27,33,2,11,0,9,156,7544,125163,210700,0,9826200,793600,9600,1400,1000,2147483647
581,2024/6/28,3,8,10,15,18,23,37,17,24,2,12,226,8914,138044,238776,1000000000,7743100,575500,8500,1300,900,1482952630
582,2024/7/5,5,7,22,29,30,32,36,3,33,1,8,133,6835,113226,193754,1000000000,10538700,887400,10100,1500,1000,997731440
583,2024/7/12,1,5,8,9,20,30,37,11,26,0,8,151,6683,105944,191744,0,9744000,722700,9500,1400,1000,1470132865
584,2024/7/19,10,11,12,17,23,30,36,20,21,0,13,155,7946,118488,180140,0,6183900,726100,8300,1300,1100,1955353800
585,2024/7/26,6,11,13,14,16,27,34,12,25,1,7,125,7130,114634,192783,1000000000,11717100,918600,9400,1400,1000,1456719310
586,2024/8/2,1,2,4,14,15,22,23,13,36,1,13,145,7369,115199,198040,1000000000,6435200,807700,9300,1400,1000,968941030
587,2024/8/9,15,18,21,22,23,25,32,1,30,1,6,96,5667,97589,158922,1000000000,12684600,1109800,11000,1500,1100,440637795
588,2024/8/16,3,5,9,13,15,21,31,12,17,1,7,162,8288,112218,187524,866631700,10000200,604900,6900,1200,900,0
589,2024/8/23,1,6,8,9,14,29,33,5,23,0,6,108,5366,87189,151319,0,9836500,765000,9000,1300,900,365379630
590,2024/8/30,1,3,9,10,15,25,35,19,28,1,9,139,6431,98541,162083,775029900,7570500,686200,8700,1400,1000,0
591,2024/9/6,4,7,8,11,21,23,35,10,24,1,5,159,6292,95260,162045,363216400,11968400,526900,7800,1200,900,0
592,2024/9/13,3,8,11,15,19,24,32,14,30,4,5,246,7760,95465,138086,87523300,11570100,329200,6100,1200,1000,0
593,2024/9/20,3,8,9,14,15,22,32,1,12,2,12,156,6549,93941,150668,170952500,4721900,508500,7100,1200,900,0
594,2024/9/27,5,12,21,25,27,34,36,10,32,0,4,98,4775,75500,122949,0,14140200,808000,9700,1500,1100,340766705
595,2024/10/4,14,15,16,19,25,28,33,6,29,2,5,102,4906,83017,145095,366536500,13147500,902200,11000,1600,1100,0
596,2024/10/11,1,9,16,19,23,29,32,5,37,1,16,102,5176,79044,135746,348533900,3568100,783500,9000,1400,1000,0
597,2024/10/18,2,4,14,15,22,27,34,1,5,1,11,129,5777,82197,127887,340034100,5127300,612000,8000,1300,1100,0
598,2024/10/25,1,4,7,11,12,18,26,3,33,0,19,193,7561,99897,159869,0,2948300,406300,6000,1100,800,346336115
599,2024/11/1,4,7,16,19,26,31,33,25,29,0,10,142,5733,90065,156943,0,6748600,665300,9600,1500,1000,757610605
600,2024/11/8,1,2,12,16,19,29,32,9,37,2,9,136,6639,100210,178341,605878500,8344100,773000,9200,1500,1000,0
601,2024/11/15,4,8,18,20,29,35,37,19,34,0,8,103,4495,69638,121322,0,7034100,764800,10200,1600,1100,341623880
602,2024/11/22,7,15,18,24,29,31,34,5,25,1,14,129,6357,95864,157071,748847700,4787500,727400,8600,1400,1000,0
603,2024/11/29,4,9,10,23,28,30,34,18,31,0,4,89,5200,81984,132165,0,14144500,889900,8900,1400,1000,342553405
604,2024/12/6,4,6,9,12,25,31,36,27,30,1,10,156,6826,102518,169531,752223400,6838400,613600,8200,1300,1000,0
605,2024/12/13,2,8,15,26,28,31,32,19,24,2,868,132,5516,81272,143908,178072800,66200,609900,8500,1400,900,0
606,2024/12/20,9,17,18,20,22,27,36,25,37,0,2,89,4737,75921,123899,0,28280000,889600,9800,1500,1100,338982680
607,2024/12/27,12,14,20,27,31,34,37,19,21,0,7,115,5671,91878,165827,0,10960200,933900,11100,1600,1100,808753825
608,2025/1/10,7,10,11,18,20,29,30,32,36,0,10,200,8848,132329,194301,0,8639800,604700,8000,1300,1100,1323081880
609,2025/1/17,4,11,12,23,26,32,37,1,9,0,12,156,7808,118584,210772,0,6953000,748700,8700,1400,900,1837033120
610,2025/1/24,1,8,9,23,24,31,36,21,28,2,13,172,9091,138054,216296,1000000000,6931800,733400,8100,1300,1000,380263390
611,2025/1/31,7,8,11,18,20,30,34,5,14,1,7,151,6885,103668,167800,805690900,9981300,647700,8300,1300,1000,0
612,2025/2/7,5,13,16,23,27,31,34,26,33,1,3,137,5619,79216,125666,357391600,19408300,594900,8500,1400,1100,0
613,2025/2/14,3,5,6,10,19,21,35,13,27,1,12,233,7688,98001,154525,453102600,4477900,265600,4800,1200,1000,0
614,2025/2/21,14,21,22,23,24,28,34,5,37,2,6,78,4122,71114,124158,207555000,8222100,728500,8300,1600,1100,0
615,2025/2/28,4,11,21,26,27,28,33,10,13,0,5,100,5119,83956,150454,0,9904300,570400,6700,1300,900,423508450
616,2025/3/7,7,15,20,28,29,34,36,1,35,0,5,127,6128,96876,154738,0,11794900,534900,6700,1400,1100,913032910
617,2025/3/14,2,6,10,12,25,28,35,27,31,1,15,186,7781,121794,194794,1200000000,4639700,431000,6200,1300,1000,298721810
618,2025/3/21,7,17,20,23,24,34,36,25,35,0,5,105,5328,89467,144750,0,11191500,613800,7300,1400,1100,768982020
619,2025/3/28,8,9,18,20,27,29,32,7,12,0,15,151,7190,110787,190055,0,4182400,478500,6000,1300,900,1300543185
620,2025/4/4,2,4,8,10,12,29,32,6,13,1,11,160,8655,128170,204580,1200000000,6287200,497900,5500,1200,900,695876615
621,2025/4/11,1,2,12,13,14,30,36,9,24,0,7,87,5161,88530,175012,0,8715900,807800,8200,1600,1000,1202205675
622,2025/4/18,1,10,28,29,30,33,34,21,27,0,9,113,5777,95242,170185,0,7569700,694400,8200,1600,1100,1781479320
623,2025/4/25,9,12,22,26,28,31,37,7,30,1,6,139,7435,124781,213674,1200000000,12275400,610300,6900,1300,1000,1198885675
624,2025/5/2,2,14,15,26,27,34,36,9,24,2,11,206,8146,116297,202429,895860400,6319400,388700,5900,1400,900,0
625,2025/5/9,3,10,12,18,19,24,32,4,15,1,3,121,6004,89063,151776,420020500,16607600,474300,5700,1300,900,0
626,2025/5/16,1,3,7,12,17,32,34,14,30,0,7,84,4690,81366,131630,0,6952100,667300,7200,1400,1000,410892875
627,2025/5/23,9,15,21,30,33,34,37,10,35,1,8,101,5683,94832,146514,888183900,7147700,652100,7000,1400,1100,0
628,2025/5/30,1,8,9,11,18,27,35,16,34,2,7,140,6457,92719,132363,201318100,6747800,388600,5100,1100,1000,0
629,2025/6/6,2,7,9,21,23,24,30,22,29,0,9,104,5225,82104,131737,0,5342800,532500,6400,1300,1000,410077305
630,2025/6/13,4,6,8,23,28,29,34,10,19,1,9,140,7287,107292,185524,905253400,6358900,470800,5400,1200,800,0
631,2025/6/20,2,3,6,17,33,35,36,25,37,1,4,70,4436,74782,129900,413009000,12141400,799100,7600,1500,1000,0
632,2025/6/27,5,7,10,11,29,31,37,13,25,0,7,146,6019,89869,148895,0,6766500,373700,5400,1200,900,397424060
633,2025/7/4,2,5,10,17,21,31,36,20,32,0,4,142,5822,89128,140583,0,14565500,472600,6900,1500,1200,881176280
634,2025/7/11,2,12,18,29,32,36,37,5,21,0,6,116,6526,104526,175692,0,10841100,645900,6900,1400,1000,1436653640
